survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,family_size,is_alone
0,3,0,19.0,0.0,0.0,0.0,S,Third,man,True,C,Southampton,0,True,1.0,1
1,2,1,28.25,0.0,0.0,12.35,Q,Second,woman,False,E,Queenstown,1,True,1.0,1
1,1,0,1.0,1.0,2.0,73.198375,S,First,child,False,C,Southampton,1,False,4.0,0
1,1,1,28.25,0.0,0.0,73.198375,C,First,woman,False,C,Cherbourg,1,True,1.0,1
1,1,1,17.0,1.0,0.0,73.198375,C,First,woman,False,C,Cherbourg,1,False,2.0,0
0,2,0,30.0,1.0,0.0,24.0,C,Second,man,True,C,Cherbourg,0,False,2.0,0
1,1,1,30.0,0.0,0.0,56.9292,C,First,woman,False,E,Cherbourg,1,True,1.0,1
1,1,1,24.0,0.0,0.0,73.198375,C,First,woman,False,C,Cherbourg,1,True,1.0,1
1,1,1,18.0,2.0,2.0,73.198375,C,First,woman,False,B,Cherbourg,1,False,5.0,0
0,2,1,26.0,1.0,1.0,26.0,S,Second,woman,False,C,Southampton,0,False,3.0,0
0,2,0,43.0,1.0,1.0,26.25,S,Second,man,True,C,Southampton,0,False,3.0,0
1,3,1,26.0,0.0,0.0,7.8542,S,Third,woman,False,C,Southampton,1,True,1.0,1
1,2,1,24.0,1.0,0.0,26.0,S,Second,woman,False,C,Southampton,1,False,2.0,0
0,2,0,54.0,0.0,0.0,14.0,S,Second,man,True,C,Southampton,0,True,1.0,1
1,1,1,31.0,0.0,2.0,73.198375,S,First,woman,False,C,Southampton,1,False,3.0,0
1,1,1,40.0,1.0,1.0,73.198375,C,First,woman,False,E,Cherbourg,1,False,3.0,0
0,3,0,27.0,0.0,0.0,7.8958,S,Third,man,True,C,Southampton,0,True,1.0,1
1,2,1,30.0,0.0,0.0,12.35,Q,Second,woman,False,C,Queenstown,1,True,1.0,1
1,2,1,22.0,1.0,1.0,29.0,S,Second,woman,False,C,Southampton,1,False,3.0,0
1,1,1,36.0,0.0,0.0,73.198375,C,First,woman,False,C,Cherbourg,1,True,1.0,1
0,3,0,57.0,0.0,0.0,6.2375,S,Third,man,True,C,Southampton,0,True,1.0,1
1,2,1,36.0,0.0,0.0,13.0,S,Second,woman,False,D,Southampton,1,True,1.0,1
1,3,1,31.0,1.0,1.0,20.525,S,Third,woman,False,C,Southampton,1,False,3.0,0
1,1,1,16.0,0.0,1.0,57.9792,C,First,woman,False,B,Cherbourg,1,False,2.0,0
1,3,1,28.25,2.0,0.0,23.25,Q,Third,woman,False,C,Queenstown,1,False,3.0,0
0,1,0,45.5,0.0,0.0,28.5,S,First,man,True,C,Southampton,0,True,1.0,1
0,1,0,38.0,0.0,1.0,73.198375,S,First,man,True,C,Southampton,0,False,2.0,0
0,3,0,16.0,2.0,0.0,18.0,S,Third,man,True,C,Southampton,0,False,3.0,0
1,1,1,28.25,1.0,0.0,73.198375,S,First,woman,False,C,Southampton,1,False,2.0,0
0,1,0,29.0,1.0,0.0,66.6,S,First,man,True,C,Southampton,0,False,2.0,0
1,1,1,41.0,0.0,0.0,73.198375,C,First,woman,False,E,Cherbourg,1,True,1.0,1
1,3,0,45.0,0.0,0.0,8.05,S,Third,man,True,C,Southampton,1,True,1.0,1
0,1,0,45.0,0.0,0.0,35.5,S,First,man,True,C,Southampton,0,True,1.0,1
1,2,0,2.0,1.0,1.0,26.0,S,Second,child,False,F,Southampton,1,False,3.0,0
1,1,1,24.0,2.5,2.0,73.198375,S,First,woman,False,C,Southampton,1,False,5.5,0
0,2,0,28.0,0.0,0.0,13.0,S,Second,man,True,C,Southampton,0,True,1.0,1
0,2,0,36.0,0.0,0.0,13.0,S,Second,man,True,C,Southampton,0,True,1.0,1
1,2,1,24.0,0.0,0.0,13.0,S,Second,woman,False,F,Southampton,1,True,1.0,1
1,2,1,40.0,0.0,0.0,13.0,S,Second,woman,False,C,Southampton,1,True,1.0,1
1,3,1,28.25,1.0,0.0,16.1,S,Third,woman,False,C,Southampton,1,False,2.0,0
1,3,0,3.0,1.0,1.0,15.9,S,Third,child,False,C,Southampton,1,False,3.0,0
0,3,0,42.0,0.0,0.0,8.6625,S,Third,man,True,C,Southampton,0,True,1.0,1
0,3,0,23.0,0.0,0.0,9.225,S,Third,man,True,C,Southampton,0,True,1.0,1
0,1,0,28.25,0.0,0.0,35.0,S,First,man,True,C,Southampton,0,True,1.0,1
0,3,0,15.0,1.0,1.0,7.2292,C,Third,child,False,C,Cherbourg,0,False,3.0,0
0,3,0,25.0,1.0,0.0,17.8,S,Third,man,True,C,Southampton,0,False,2.0,0
1,1,1,22.0,0.0,1.0,55.0,S,First,woman,False,E,Southampton,1,False,2.0,0
0,2,1,38.0,0.0,0.0,13.0,S,Second,woman,False,C,Southampton,0,True,1.0,1
0,3,0,40.0,1.0,2.5,27.9,S,Third,man,True,C,Southampton,0,False,4.5,0
0,2,0,29.0,1.0,0.0,27.7208,C,Second,man,True,C,Cherbourg,0,False,2.0,0
0,3,1,45.0,0.0,1.0,14.4542,C,Third,woman,False,C,Cherbourg,0,False,2.0,0
0,3,0,35.0,0.0,0.0,7.05,S,Third,man,True,C,Southampton,0,True,1.0,1
0,3,0,30.0,0.0,0.0,7.25,S,Third,man,True,C,Southampton,0,True,1.0,1
1,1,1,57.0,1.0,0.0,73.198375,C,First,woman,False,D,Cherbourg,1,False,2.0,0
1,3,1,28.25,0.0,0.0,7.2292,C,Third,woman,False,C,Cherbourg,1,True,1.0,1
1,1,1,24.0,0.0,0.0,69.3,C,First,woman,False,B,Cherbourg,1,True,1.0,1
1,1,0,25.0,1.0,0.0,55.4417,C,First,man,True,E,Cherbourg,1,False,2.0,0
0,3,0,18.0,1.0,0.0,6.4958,S,Third,man,True,C,Southampton,0,False,2.0,0
0,3,0,19.0,0.0,0.0,8.05,S,Third,man,True,C,Southampton,0,True,1.0,1
0,1,0,22.0,0.0,0.0,73.198375,C,First,man,True,C,Cherbourg,0,True,1.0,1
0,3,1,3.0,2.5,1.0,21.075,S,Third,child,False,C,Southampton,0,False,4.5,0
1,1,1,28.25,1.0,0.0,73.198375,C,First,woman,False,C,Cherbourg,1,False,2.0,0
1,3,1,22.0,0.0,0.0,7.25,S,Third,woman,False,C,Southampton,1,True,1.0,1
0,1,0,27.0,0.0,2.0,73.198375,C,First,man,True,C,Cherbourg,0,False,3.0,0
0,3,0,20.0,0.0,0.0,4.0125,C,Third,man,True,C,Cherbourg,0,True,1.0,1
0,3,0,19.0,0.0,0.0,7.775,S,Third,man,True,C,Southampton,0,True,1.0,1
1,1,1,42.0,0.0,0.0,73.198375,C,First,woman,False,C,Cherbourg,1,True,1.0,1
1,3,1,1.0,0.0,2.0,15.7417,C,Third,child,False,C,Cherbourg,1,False,3.0,0
0,3,0,32.0,0.0,0.0,7.925,S,Third,man,True,C,Southampton,0,True,1.0,1
1,1,1,35.0,1.0,0.0,52.0,S,First,woman,False,C,Southampton,1,False,2.0,0
0,2,0,18.0,0.0,0.0,73.198375,S,Second,man,True,C,Southampton,0,True,1.0,1
0,3,0,1.0,2.5,2.0,46.9,S,Third,child,False,C,Southampton,0,False,5.5,0
1,2,1,36.0,0.0,0.0,13.0,S,Second,woman,False,C,Southampton,1,True,1.0,1
0,3,0,28.25,0.0,0.0,7.7292,Q,Third,man,True,C,Queenstown,0,True,1.0,1
1,2,1,17.0,0.0,0.0,12.0,C,Second,woman,False,C,Cherbourg,1,True,1.0,1
1,1,0,36.0,1.0,2.0,73.198375,S,First,man,True,B,Southampton,1,False,4.0,0
1,3,0,21.0,0.0,0.0,7.7958,S,Third,man,True,C,Southampton,1,True,1.0,1
0,3,0,28.0,2.0,0.0,7.925,S,Third,man,True,C,Southampton,0,False,3.0,0
1,1,1,23.0,1.0,0.0,73.198375,C,First,woman,False,D,Cherbourg,1,False,2.0,0
1,3,1,24.0,0.0,2.0,16.7,S,Third,woman,False,G,Southampton,1,False,3.0,0
0,3,0,22.0,0.0,0.0,7.7958,S,Third,man,True,C,Southampton,0,True,1.0,1
0,3,1,31.0,0.0,0.0,7.8542,S,Third,woman,False,C,Southampton,0,True,1.0,1
0,2,0,46.0,0.0,0.0,26.0,S,Second,man,True,C,Southampton,0,True,1.0,1
0,2,0,23.0,0.0,0.0,10.5,S,Second,man,True,C,Southampton,0,True,1.0,1
1,2,1,28.0,0.0,0.0,12.65,S,Second,woman,False,C,Southampton,1,True,1.0,1
1,3,0,39.0,0.0,0.0,7.925,S,Third,man,True,C,Southampton,1,True,1.0,1
0,3,0,26.0,0.0,0.0,8.05,S,Third,man,True,C,Southampton,0,True,1.0,1
0,3,1,21.0,1.0,0.0,9.825,S,Third,woman,False,C,Southampton,0,False,2.0,0
0,3,0,28.0,1.0,0.0,15.85,S,Third,man,True,C,Southampton,0,False,2.0,0
0,3,1,20.0,0.0,0.0,8.6625,S,Third,woman,False,C,Southampton,0,True,1.0,1
0,2,0,34.0,1.0,0.0,21.0,S,Second,man,True,C,Southampton,0,False,2.0,0
0,3,0,51.0,0.0,0.0,7.75,S,Third,man,True,C,Southampton,0,True,1.0,1
1,2,0,3.0,1.0,1.0,18.75,S,Second,child,False,C,Southampton,1,False,3.0,0
0,3,0,21.0,0.0,0.0,7.775,S,Third,man,True,C,Southampton,0,True,1.0,1
0,3,0,28.25,0.0,0.0,6.8583,Q,Third,man,True,C,Queenstown,0,True,1.0,1
1,1,1,33.0,1.0,0.0,73.198375,Q,First,woman,False,C,Queenstown,1,False,2.0,0
1,3,0,44.0,0.0,0.0,7.925,S,Third,man,True,C,Southampton,1,True,1.0,1
0,3,1,28.25,0.0,0.0,8.05,S,Third,woman,False,C,Southampton,0,True,1.0,1
1,2,1,34.0,1.0,1.0,32.5,S,Second,woman,False,C,Southampton,1,False,3.0,0
1,2,1,18.0,0.0,2.0,13.0,S,Second,woman,False,C,Southampton,1,False,3.0,0
0,3,1,10.0,0.0,2.0,24.15,S,Third,child,False,C,Southampton,0,False,3.0,0
0,3,0,21.0,0.0,0.0,7.7333,Q,Third,man,True,C,Queenstown,0,True,1.0,1
0,3,0,29.0,0.0,0.0,7.875,S,Third,man,True,C,Southampton,0,True,1.0,1
0,3,1,28.0,1.0,1.0,14.4,S,Third,woman,False,C,Southampton,0,False,3.0,0
0,3,0,18.0,1.0,1.0,20.2125,S,Third,man,True,C,Southampton,0,False,3.0,0
1,2,1,28.0,1.0,0.0,26.0,S,Second,woman,False,C,Southampton,1,False,2.0,0
1,2,1,19.0,0.0,0.0,26.0,S,Second,woman,False,C,Southampton,1,True,1.0,1
1,3,0,32.0,0.0,0.0,8.05,S,Third,man,True,E,Southampton,1,True,1.0,1
1,1,0,28.0,0.0,0.0,26.55,S,First,man,True,C,Southampton,1,True,1.0,1
1,2,1,42.0,1.0,0.0,26.0,S,Second,woman,False,C,Southampton,1,False,2.0,0
0,3,0,17.0,0.0,0.0,7.125,S,Third,man,True,C,Southampton,0,True,1.0,1
0,1,0,50.0,1.0,0.0,55.9,S,First,man,True,E,Southampton,0,False,2.0,0
1,1,1,14.0,1.0,2.0,73.198375,S,First,child,False,B,Southampton,1,False,4.0,0
0,3,1,21.0,2.0,2.0,34.375,S,Third,woman,False,C,Southampton,0,False,5.0,0
1,2,1,24.0,2.0,2.5,18.75,S,Second,woman,False,C,Southampton,1,False,5.5,0
0,1,0,57.0,1.0,2.5,73.198375,S,First,man,True,C,Southampton,0,False,4.5,0
0,2,0,31.0,0.0,0.0,10.5,S,Second,man,True,C,Southampton,0,True,1.0,1
1,2,1,45.0,1.0,1.0,26.25,S,Second,woman,False,C,Southampton,1,False,3.0,0
0,3,0,20.0,0.0,0.0,9.5,S,Third,man,True,C,Southampton,0,True,1.0,1
0,3,0,25.0,1.0,0.0,7.775,S,Third,man,True,C,Southampton,0,False,2.0,0
1,2,1,28.0,0.0,0.0,13.0,S,Second,woman,False,C,Southampton,1,True,1.0,1
1,3,0,28.25,0.0,0.0,8.1125,S,Third,man,True,C,Southampton,1,True,1.0,1
1,1,0,4.0,0.0,2.0,73.198375,S,First,child,False,A,Southampton,1,False,3.0,0
1,2,1,13.0,0.0,1.0,19.5,S,Second,child,False,C,Southampton,1,False,2.0,0
1,1,0,34.0,0.0,0.0,26.55,S,First,man,True,C,Southampton,1,True,1.0,1
1,3,1,5.0,2.0,1.0,19.2583,C,Third,child,False,C,Cherbourg,1,False,4.0,0
1,1,0,52.0,0.0,0.0,30.5,S,First,man,True,C,Southampton,1,True,1.0,1
0,2,0,36.0,1.0,2.0,27.75,S,Second,man,True,C,Southampton,0,False,4.0,0
0,3,0,28.25,1.0,0.0,19.9667,S,Third,man,True,C,Southampton,0,False,2.0,0
0,1,0,30.0,0.0,0.0,27.75,C,First,man,True,C,Cherbourg,0,True,1.0,1
1,1,0,49.0,1.0,0.0,73.198375,C,First,man,True,C,Cherbourg,1,False,2.0,0
1,3,0,29.0,0.0,0.0,7.8958,C,Third,man,True,C,Cherbourg,1,True,1.0,1
0,1,0,57.0,0.0,0.0,26.55,S,First,man,True,E,Southampton,0,True,1.0,1
1,1,1,28.25,1.0,0.0,51.8625,S,First,woman,False,D,Southampton,1,False,2.0,0
1,2,1,50.0,0.0,0.0,10.5,S,Second,woman,False,C,Southampton,1,True,1.0,1
1,1,0,48.0,0.0,0.0,26.55,S,First,man,True,E,Southampton,1,True,1.0,1
0,3,0,34.0,0.0,0.0,8.05,S,Third,man,True,C,Southampton,0,True,1.0,1
0,1,0,47.0,0.0,0.0,38.5,S,First,man,True,E,Southampton,0,True,1.0,1
0,2,0,48.0,0.0,0.0,13.0,S,Second,man,True,C,Southampton,0,True,1.0,1
0,3,0,38.0,0.0,0.0,7.05,S,Third,man,True,C,Southampton,0,True,1.0,1
0,1,0,56.0,0.0,0.0,26.55,S,First,man,True,C,Southampton,0,True,1.0,1
0,3,0,28.25,0.0,0.0,7.725,Q,Third,man,True,C,Queenstown,0,True,1.0,1
1,3,1,1.0,2.0,1.0,19.2583,C,Third,child,False,C,Cherbourg,1,False,4.0,0
0,3,0,38.0,0.0,0.0,8.6625,S,Third,man,True,C,Southampton,0,True,1.0,1
1,2,1,33.0,1.0,2.0,27.75,S,Second,woman,False,C,Southampton,1,False,4.0,0
1,2,1,23.0,0.0,0.0,13.7917,C,Second,woman,False,D,Cherbourg,1,True,1.0,1
0,3,1,22.0,0.0,0.0,9.8375,S,Third,woman,False,C,Southampton,0,True,1.0,1
0,1,0,28.25,0.0,0.0,52.0,S,First,man,True,A,Southampton,0,True,1.0,1
0,3,0,29.0,1.0,0.0,7.0458,S,Third,man,True,C,Southampton,0,False,2.0,0
0,3,0,22.0,0.0,0.0,7.5208,S,Third,man,True,C,Southampton,0,True,1.0,1
1,3,1,2.0,0.0,1.0,12.2875,S,Third,child,False,C,Southampton,1,False,2.0,0
0,3,0,9.0,2.5,2.0,46.9,S,Third,child,False,C,Southampton,0,False,5.5,0
0,3,0,50.0,0.0,0.0,8.05,S,Third,man,True,C,Southampton,0,True,1.0,1
1,3,1,57.0,0.0,0.0,9.5875,S,Third,woman,False,C,Southampton,1,True,1.0,1
1,1,0,25.0,1.0,0.0,73.198375,C,First,man,True,B,Cherbourg,1,False,2.0,0
1,1,1,35.0,1.0,0.0,73.198375,S,First,woman,False,C,Southampton,1,False,2.0,0
0,1,0,57.0,0.0,0.0,29.7,C,First,man,True,B,Cherbourg,0,True,1.0,1
1,3,0,9.0,1.0,1.0,15.9,S,Third,child,False,C,Southampton,1,False,3.0,0
0,3,0,21.0,0.0,0.0,7.25,S,Third,man,True,C,Southampton,0,True,1.0,1
0,1,0,55.0,0.0,0.0,30.5,S,First,man,True,C,Southampton,0,True,1.0,1
0,1,0,57.0,0.0,0.0,49.5042,C,First,man,True,C,Cherbourg,0,True,1.0,1
0,3,0,28.25,0.0,0.0,14.4583,C,Third,man,True,C,Cherbourg,0,True,1.0,1
1,1,1,54.0,1.0,0.0,73.198375,C,First,woman,False,D,Cherbourg,1,False,2.0,0
0,3,0,28.25,0.0,0.0,15.1,S,Third,man,True,C,Southampton,0,True,1.0,1
0,1,1,25.0,1.0,2.0,73.198375,S,First,woman,False,C,Southampton,0,False,4.0,0
0,3,0,24.0,0.0,0.0,7.7958,S,Third,man,True,C,Southampton,0,True,1.0,1
0,3,1,21.0,0.0,0.0,7.75,Q,Third,woman,False,C,Queenstown,0,True,1.0,1
0,3,1,28.25,0.0,0.0,7.6292,Q,Third,woman,False,C,Queenstown,0,True,1.0,1
0,3,1,37.0,0.0,0.0,9.5875,S,Third,woman,False,C,Southampton,0,True,1.0,1
1,1,1,16.0,0.0,0.0,73.198375,S,First,woman,False,B,Southampton,1,True,1.0,1
0,1,0,18.0,1.0,0.0,73.198375,C,First,man,True,C,Cherbourg,0,False,2.0,0
1,2,1,33.0,0.0,2.0,26.0,S,Second,woman,False,C,Southampton,1,False,3.0,0
1,1,0,28.25,0.0,0.0,26.55,S,First,man,True,C,Southampton,1,True,1.0,1
0,3,0,28.0,0.0,0.0,22.525,S,Third,man,True,C,Southampton,0,True,1.0,1
1,3,0,26.0,0.0,0.0,56.4958,S,Third,man,True,C,Southampton,1,True,1.0,1
1,3,0,29.0,0.0,0.0,7.75,Q,Third,man,True,C,Queenstown,1,True,1.0,1
1,1,0,36.0,0.0,0.0,26.2875,S,First,man,True,E,Southampton,1,True,1.0,1
1,1,1,54.0,1.0,0.0,59.4,C,First,woman,False,C,Cherbourg,1,False,2.0,0
0,3,0,24.0,0.0,0.0,7.4958,S,Third,man,True,C,Southampton,0,True,1.0,1
0,1,0,47.0,0.0,0.0,34.0208,S,First,man,True,D,Southampton,0,True,1.0,1
1,2,1,34.0,0.0,0.0,10.5,S,Second,woman,False,F,Southampton,1,True,1.0,1
0,3,0,28.25,0.0,0.0,24.15,Q,Third,man,True,C,Queenstown,0,True,1.0,1
1,2,1,36.0,1.0,0.0,26.0,S,Second,woman,False,C,Southampton,1,False,2.0,0
0,3,0,32.0,0.0,0.0,7.8958,S,Third,man,True,C,Southampton,0,True,1.0,1
1,1,1,30.0,0.0,0.0,73.198375,S,First,woman,False,B,Southampton,1,True,1.0,1
1,1,1,44.0,0.0,1.0,57.9792,C,First,woman,False,B,Cherbourg,1,False,2.0,0
0,3,0,28.25,0.0,0.0,7.2292,C,Third,man,True,C,Cherbourg,0,True,1.0,1
0,3,0,40.5,0.0,0.0,7.75,Q,Third,man,True,C,Queenstown,0,True,1.0,1
0,1,0,28.25,0.0,0.0,73.198375,S,First,man,True,C,Southampton,0,True,1.0,1
0,3,0,39.0,0.0,0.0,7.925,S,Third,man,True,C,Southampton,0,True,1.0,1
0,2,0,23.0,2.0,1.0,11.5,S,Second,man,True,C,Southampton,0,False,4.0,0
1,2,1,2.0,1.0,1.0,26.0,S,Second,child,False,C,Southampton,1,False,3.0,0
0,3,0,17.0,1.0,1.0,7.2292,C,Third,man,True,C,Cherbourg,0,False,3.0,0
1,3,1,28.25,0.0,2.0,22.3583,C,Third,woman,False,C,Cherbourg,1,False,3.0,0
0,3,1,30.0,0.0,0.0,8.6625,S,Third,woman,False,C,Southampton,0,True,1.0,1
1,2,1,7.0,0.0,2.0,26.25,S,Second,child,False,C,Southampton,1,False,3.0,0
0,1,0,45.0,0.0,0.0,26.55,S,First,man,True,B,Southampton,0,True,1.0,1
1,1,1,30.0,0.0,0.0,73.198375,C,First,woman,False,C,Cherbourg,1,True,1.0,1
0,3,0,28.25,0.0,0.0,14.5,S,Third,man,True,C,Southampton,0,True,1.0,1
1,1,1,22.0,0.0,2.0,49.5,C,First,woman,False,B,Cherbourg,1,False,3.0,0
1,1,1,36.0,0.0,2.0,71.0,S,First,woman,False,B,Southampton,1,False,3.0,0
0,3,1,9.0,2.5,2.0,31.275,S,Third,child,False,C,Southampton,0,False,5.5,0
0,3,1,11.0,2.5,2.0,31.275,S,Third,child,False,C,Southampton,0,False,5.5,0
1,2,0,32.0,1.0,0.0,26.0,S,Second,man,True,C,Southampton,1,False,2.0,0
0,1,0,50.0,1.0,0.0,73.198375,C,First,man,True,C,Cherbourg,0,False,2.0,0
0,1,0,57.0,0.0,0.0,26.0,S,First,man,True,C,Southampton,0,True,1.0,1
1,2,1,19.0,1.0,0.0,26.0,S,Second,woman,False,C,Southampton,1,False,2.0,0
1,2,0,28.25,0.0,0.0,13.8625,C,Second,man,True,C,Cherbourg,1,True,1.0,1
0,3,0,33.0,1.0,1.0,20.525,S,Third,man,True,C,Southampton,0,False,3.0,0
1,2,0,8.0,1.0,1.0,36.75,S,Second,child,False,C,Southampton,1,False,3.0,0
1,1,0,17.0,0.0,2.0,73.198375,C,First,man,True,C,Cherbourg,1,False,3.0,0
0,2,0,27.0,0.0,0.0,26.0,S,Second,man,True,C,Southampton,0,True,1.0,1
0,3,0,28.25,0.0,0.0,7.8292,Q,Third,man,True,C,Queenstown,0,True,1.0,1
1,3,0,22.0,0.0,0.0,7.225,C,Third,man,True,C,Cherbourg,1,True,1.0,1
1,3,1,22.0,0.0,0.0,7.775,S,Third,woman,False,C,Southampton,1,True,1.0,1
0,1,0,57.0,0.0,0.0,26.55,S,First,man,True,C,Southampton,0,True,1.0,1
1,1,1,48.0,1.0,0.0,39.6,C,First,woman,False,A,Cherbourg,1,False,2.0,0
0,1,0,28.25,0.0,0.0,73.198375,C,First,man,True,C,Cherbourg,0,True,1.0,1
1,1,1,39.0,1.0,1.0,73.198375,S,First,woman,False,E,Southampton,1,False,3.0,0
1,3,1,36.0,1.0,0.0,17.4,S,Third,woman,False,C,Southampton,1,False,2.0,0
0,3,0,40.0,0.0,0.0,7.8958,S,Third,man,True,C,Southampton,0,True,1.0,1
0,2,0,28.0,0.0,0.0,13.5,S,Second,man,True,C,Southampton,0,True,1.0,1
0,3,0,24.0,2.0,0.0,24.15,S,Third,man,True,C,Southampton,0,False,3.0,0
0,3,0,19.0,0.0,0.0,7.8958,S,Third,man,True,C,Southampton,0,True,1.0,1
0,3,1,29.0,0.0,2.5,21.075,S,Third,woman,False,C,Southampton,0,False,3.5,0
1,3,0,32.0,0.0,0.0,7.8542,S,Third,man,True,C,Southampton,1,True,1.0,1
1,2,0,57.0,0.0,0.0,10.5,S,Second,man,True,C,Southampton,1,True,1.0,1
1,1,1,53.0,2.0,0.0,51.4792,S,First,woman,False,C,Southampton,1,False,3.0,0
1,1,0,36.0,0.0,0.0,26.3875,S,First,man,True,E,Southampton,1,True,1.0,1
0,3,0,16.0,0.0,0.0,8.05,S,Third,man,True,C,Southampton,0,True,1.0,1
0,3,0,19.0,0.0,0.0,14.5,S,Third,man,True,C,Southampton,0,True,1.0,1
1,2,1,34.0,0.0,0.0,13.0,S,Second,woman,False,C,Southampton,1,True,1.0,1
1,1,1,39.0,1.0,0.0,55.9,S,First,woman,False,E,Southampton,1,False,2.0,0
0,3,1,28.25,1.0,0.0,14.4583,C,Third,woman,False,C,Cherbourg,0,False,2.0,0
1,3,0,32.0,0.0,0.0,7.925,S,Third,man,True,C,Southampton,1,True,1.0,1
1,2,1,25.0,1.0,1.0,30.0,S,Second,woman,False,C,Southampton,1,False,3.0,0
1,1,1,39.0,1.0,1.0,73.198375,C,First,woman,False,C,Cherbourg,1,False,3.0,0
0,2,0,54.0,0.0,0.0,26.0,S,Second,man,True,C,Southampton,0,True,1.0,1
0,1,0,36.0,0.0,0.0,40.125,C,First,man,True,A,Cherbourg,0,True,1.0,1
0,3,0,28.25,0.0,0.0,8.7125,C,Third,man,True,C,Cherbourg,0,True,1.0,1
1,1,1,18.0,0.0,2.0,73.198375,S,First,woman,False,E,Southampton,1,False,3.0,0
0,2,0,47.0,0.0,0.0,15.0,S,Second,man,True,C,Southampton,0,True,1.0,1
1,1,0,57.0,1.0,1.0,73.198375,C,First,man,True,B,Cherbourg,1,False,3.0,0
0,3,0,35.0,0.0,0.0,7.125,S,Third,man,True,C,Southampton,0,True,1.0,1
1,1,1,52.0,1.0,0.0,73.198375,C,First,woman,False,D,Cherbourg,1,False,2.0,0
0,3,0,47.0,0.0,0.0,7.25,S,Third,man,True,C,Southampton,0,True,1.0,1
0,3,1,28.25,0.0,2.0,7.75,Q,Third,woman,False,C,Queenstown,0,False,3.0,0
0,2,0,37.0,1.0,0.0,26.0,S,Second,man,True,C,Southampton,0,False,2.0,0
0,3,0,36.0,1.0,1.0,24.15,S,Third,man,True,C,Southampton,0,False,3.0,0
1,2,1,28.25,0.0,0.0,33.0,S,Second,woman,False,C,Southampton,1,True,1.0,1
0,3,0,49.0,0.0,0.0,0.0,S,Third,man,True,C,Southampton,0,True,1.0,1
1,1,0,49.0,1.0,0.0,56.9292,C,First,man,True,A,Cherbourg,1,False,2.0,0
1,2,1,24.0,2.0,1.0,27.0,S,Second,woman,False,C,Southampton,1,False,4.0,0
0,1,0,28.25,0.0,0.0,42.4,S,First,man,True,C,Southampton,0,True,1.0,1
0,3,0,44.0,0.0,0.0,8.05,S,Third,man,True,C,Southampton,0,True,1.0,1
1,1,0,35.0,0.0,0.0,26.55,C,First,man,True,C,Cherbourg,1,True,1.0,1
0,3,0,36.0,1.0,0.0,15.55,S,Third,man,True,C,Southampton,0,False,2.0,0
0,3,0,30.0,0.0,0.0,7.8958,S,Third,man,True,C,Southampton,0,True,1.0,1
1,1,0,27.0,0.0,0.0,30.5,S,First,man,True,C,Southampton,1,True,1.0,1
1,2,1,22.0,1.0,2.0,41.5792,C,Second,woman,False,C,Cherbourg,1,False,4.0,0
1,1,1,40.0,0.0,0.0,73.198375,S,First,woman,False,C,Southampton,1,True,1.0,1
0,3,1,39.0,1.0,2.5,31.275,S,Third,woman,False,C,Southampton,0,False,4.5,0
0,3,0,28.25,0.0,0.0,7.05,S,Third,man,True,C,Southampton,0,True,1.0,1
1,2,1,24.0,1.0,2.0,65.0,S,Second,woman,False,C,Southampton,1,False,4.0,0
0,3,0,34.0,1.0,1.0,14.4,S,Third,man,True,C,Southampton,0,False,3.0,0
0,3,1,26.0,1.0,0.0,16.1,S,Third,woman,False,C,Southampton,0,False,2.0,0
1,2,1,4.0,2.0,1.0,39.0,S,Second,child,False,F,Southampton,1,False,4.0,0
0,2,0,26.0,0.0,0.0,10.5,S,Second,man,True,C,Southampton,0,True,1.0,1
0,3,0,27.0,1.0,0.0,14.4542,C,Third,man,True,C,Cherbourg,0,False,2.0,0
1,1,0,42.0,1.0,0.0,52.5542,S,First,man,True,D,Southampton,1,False,2.0,0
1,3,0,20.0,1.0,1.0,15.7417,C,Third,man,True,C,Cherbourg,1,False,3.0,0
0,3,0,21.0,0.0,0.0,7.8542,S,Third,man,True,C,Southampton,0,True,1.0,1
0,3,0,21.0,0.0,0.0,16.1,S,Third,man,True,C,Southampton,0,True,1.0,1
0,1,0,57.0,0.0,0.0,32.3208,S,First,man,True,D,Southampton,0,True,1.0,1
0,2,0,57.0,0.0,0.0,12.35,Q,Second,man,True,C,Queenstown,0,True,1.0,1
1,1,1,21.0,0.0,0.0,73.198375,S,First,woman,False,D,Southampton,1,True,1.0,1
0,3,0,26.0,0.0,0.0,7.8958,S,Third,man,True,C,Southampton,0,True,1.0,1
0,3,0,28.25,0.0,0.0,7.7333,Q,Third,man,True,C,Queenstown,0,True,1.0,1
1,1,0,57.0,0.0,0.0,30.0,S,First,man,True,A,Southampton,1,True,1.0,1
0,3,0,51.0,0.0,0.0,7.0542,S,Third,man,True,C,Southampton,0,True,1.0,1
1,1,0,32.0,0.0,0.0,30.5,C,First,man,True,B,Cherbourg,1,True,1.0,1
0,1,0,28.25,0.0,0.0,0.0,S,First,man,True,C,Southampton,0,True,1.0,1
0,3,1,9.0,2.5,2.0,27.9,S,Third,child,False,C,Southampton,0,False,5.5,0
0,2,0,31.0,1.0,1.0,26.25,S,Second,man,True,C,Southampton,0,False,3.0,0
